district_code,data_source,property_id,dealing_number,unit_number,street_number,street_name,suburb,postcode,purchase_price,legal_description,area,area_type,dimensions,interest_of_sale,zoning,nature_of_property,primary_purpose,contract_date,settlement_date,sale_counter,download_datetime,property_name,strata_lot_number,vendor_gst_flag,propid_unique,source_year,source_week
135,ARCHIVE,T118869,,CAN,8,RAILWAY ST,LIDCOMBE,2141.0,1400000.0,PT LOT 100 DP793305,679.0,M,14.94X45.42,,4B,,,1990-01-08,1990-01-08,,,,,,,1990,annual
84,ARCHIVE,T2050500000000,,,49,OWEN ST,LINDFIELD,2070.0,275000.0,PT LOT 25 DP4853,941.0,M,14.78X63.7,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
135,ARCHIVE,T655276,,,14,NOTTINGHILL RD,LIDCOMBE,2141.0,0.0,SEC 1 LOT 1 DP771,1003.0,M,20.12/19.79X50.29,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
86,ARCHIVE,T123549,,2,32,THE CRESCENT,MANLY,2095.0,288500.0,LOT 2 SP 16991,206.0,M,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
8,ARCHIVE,T4658200000000,,,3,WINDEYER ST,MAYFIELD,2304.0,50000.0,LOT 5 DP 14473,0.0,M,15.09 X 30.18,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
101,ARCHIVE,T10135342,,,79,GARSIDE RD,MOLLYMOOK BEACH,2539.0,48500.0,LOT 464 DP 246719,677.0,M,,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
4,ARCHIVE,0T43882000000,,,178,FREEMANS DR,MORISSET,2264.0,72000.0,LOT 2 DP 378500,4401.0,M,,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
142,ARCHIVE,T0487000000000,,,7,CHUTER AVE,MONTEREY,2217.0,1.0,LOT 2 SEC 6 DP 401,1010.0,M,20.12 X 50.29,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
4,ARCHIVE,0T28847300000,,,43,KESTREL AV,MOUNT HUTTON,2290.0,128000.0,LOT 1884 DP 264094,641.0,M,,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
120,ARCHIVE,T0097600000000,,,19,HORATIO ST,MUDGEE,2850.0,0.0,LOT 1 DP634617 EASEMENT(S),1580.0,M,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
92,ARCHIVE,T142387,,4,161A,WILLOUGHBY RD,NAREMBURN,2065.0,135000.0,LOT 4 SP 14570,0.0,M,,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
251,ARCHIVE,171810000000,,,,.,NARROMINE,2821.0,270600.0,PH WIRRIGGI PORS 13 15 42 & 79/81,837.3,H,,RA,R,,,1990-01-08,1990-01-08,,,,,,,1990,annual
211,ARCHIVE,254844000000,,,43,CAMPBELL ST,NEWTOWN,2042.0,110000.0,LOT 1 DP 33910.4.32/4.37X 18.31,75.9,M,,BP,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
89,ARCHIVE,T084074,,8,9,DUNLOP ST,NORTH PARRAMATTA,2121.0,120000.0,LOT 8 SP 6514,0.0,M,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
101,ARCHIVE,T10140471,,,4,LEANEY AV,NOWRA,2541.0,75000.0,LOT 10 DP 36428,677.0,M,18.16/17.27X42.16/36.55,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
141,ARCHIVE,T155658,,,56,ANNETTE ST,OATLEY,2223.0,385000.0,LOT A DP 359133 .,1824.0,M,20.14/33.2X55.19/81.61,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
136,ARCHIVE,T0815700000000,,,110,GOW ST,PADSTOW,2211.0,10312500.0,LOT 101 DP 794445,4.0,H,169.71/IRR 290.65 X IRR 272.79/201.34,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
82,ARCHIVE,T232166,,,298,PENNANT HILLS RD,PENNANT HILLS,2120.0,220000.0,LOT 10 DP263536,632.0,M,16.210 X 38.480,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
192,ARCHIVE,T1066500000000,,,,PH MOREE,PH MOREE,0.0,165000.0,LOT 1 DP246081,6.0,H,,,R,,,1990-01-08,1990-01-08,,,,,,,1990,annual
12,ARCHIVE,T0029000160000,,,,BROKE LOC BROKE,PH HARROWBY,0.0,160000.0,PH HARROWBY LOT 2/3 SEC 47,17.0,H,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
12,ARCHIVE,T0045653020000,,,,PH WHYBROW,PH WHYBROW,0.0,55000.0,PH WHYBROW LOT 2 DP790963,10.0,H,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
211,ARCHIVE,T166995,,18,75,VICTORIA ST,POTTS POINT,2011.0,170000.0,LOT 18 SP20165,0.0,M,8.51/6.10 X 19.66/13.72ABT,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
211,ARCHIVE,T177681,,,79,KEPOS ST,REDFERN,2016.0,300000.0,LOT 21 SEC 2 DP 3600 VOL 10094 FOL 172,112.0,M,12.73/12.73 X 23.77/23.85,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
86,ARCHIVE,T189528,,,24,RICHMOND RD,SEAFORTH,2092.0,1000000.0,LOT 79 DP 5488,532.0,M,15.24X34.82/34.95,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
84,ARCHIVE,T2422400000000,,,12,SHELBY RD,ST IVES CHASE,2075.0,420000.0,LOT 8 DP223453,929.0,M,19.94X46.3,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
698,ARCHIVE,T0551500000002,,,10,DARLING ST,TAMWORTH,2340.0,136000.0,LOT 1 DP 782584,675.0,M,16.765 X 40.235,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
698,ARCHIVE,T0290851000002,,,,BROWNS LA,TAMWORTH,2340.0,50000.0,LOT 1 DP 790960,2.0,H,89.82 X 201.1/200.99,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
162,ARCHIVE,T0667351100000,,,,ARKWRIGHT CR,TAREE,2430.0,19500.0,LOT 20 DP730259,1959.0,M,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
162,ARCHIVE,T1142300000000,,,19,WYNTER ST,TAREE,2430.0,74000.0,LOT 16 DP503360,556.0,M,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
82,ARCHIVE,T232467,,,15,GOODLANDS AVE,THORNLEIGH,2120.0,190000.0,LOT A DP412192,708.0,M,15.240 X 46.760,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
14,ARCHIVE,0383605117000,,,,BON-MACE CL,TUMBI UMBI,2261.0,155000.0,LOT 117 DP 719820.,2366.0,M,,,I,,,1990-01-08,1990-01-08,,,,,,,1990,annual
171,ARCHIVE,T1070400000000,,,25,PIGGABEEN RD,TWEED HEADS,2485.0,130000.0,LOT 913 DP 31277,607.0,M,16.76 X 36.58,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
171,ARCHIVE,T1090250250000,,,50,PLOVER PL,TWEED HEADS,2485.0,93000.0,LOT 28 DP 264646,976.0,M,20.265/20.51 X 47.995/49.025,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
250,ARCHIVE,0254300000000,,,,URBEN ST,URBENVILLE,2176.0,30000.0,LOT 5 DP 512404.,480.0,M,,,Z,,,1990-01-08,1990-01-08,,,,,,,1990,annual
575,ARCHIVE,T0334806000009,,,8,DARRI ST,WAGGA WAGGA,2650.0,90000.0,LOT 5 DP734327 SUBJ TO E'MENT,800.0,M,20./19.98X 40.39/40.,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
101,ARCHIVE,T10166032,,,3,THE WOOL RD,VINCENTIA,2540.0,100000.0,LOT 1507 DP 25205,620.0,M,15.24/16.26X39.62/39.62,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
575,ARCHIVE,T1221300000008,,,25,TREVOR ST,WAGGA WAGGA,2650.0,80000.0,LOT 7 DP18981,626.0,M,13.72X45.72,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
8,ARCHIVE,T3612200000000,,,2,PRINCE ST,WARATAH,2298.0,0.0,LOT 1 DP 194103,455.0,M,12.88/12.04 X 19.47/31.57,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
93,ARCHIVE,T0610900000000,,,195,GARDEN ST,WARRIEWOOD,2102.0,190000.0,PT LOT 12 DP 16387,0.0,M,19.48/30.48X42.72/IRR,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
219,ARCHIVE,T0000850000000,,,1126,WEBBS CREEK RD,WEBBS CREEK,2775.0,10000.0,LOT 49 DP753793,20.0,H,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
4,ARCHIVE,0T41379000000,,,4,CANDISH CR,WHITEBRIDGE,2290.0,110000.0,LOT 28 DP 28966,563.0,M,,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
88,ARCHIVE,T73980000000000,,2,2B,MILNER CRES,WOLLSTONECRAFT,2065.0,0.0,LOT 2 & 18 SP 135,0.0,M,UNIT ENT : 10 %,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
88,ARCHIVE,T96602000000000,,5D,74,SHIRLEY RD,WOLLSTONECRAFT,2065.0,0.0,LOT 24 SP 4561,0.0,M,UNIT ENT : 3 %,,A,,,1990-01-08,1990-01-08,,,,,,,1990,annual
22,ARCHIVE,T0374200000000,,4,79,MAIN ST,YOUNG,2594.0,87500.0,LOT 4 SP 35884,73.0,M,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
91,ARCHIVE,9999900000909,,,,,,2176.0,28000.0,LOT 11 DP 32388.,0.0,M,,,,,,1990-01-08,1990-01-08,,,,,,,1990,annual
250,ARCHIVE,254300000000,,,,,,,30000.0,PH FOREST LAND PORS 8 9 17 20,,,,,Z,,,1990-01-08,1990-01-08,,,,,,,1990,annual
108,VALNET1,0357300000000,1208504.0,,177,RANKIN ST,BATHURST,2795.0,50000.0,PT LOT 10 SEC 16,,,,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
224,VALNET1,1741920000000,2583315.0,,51,THIRD RD,BERKSHIRE PARK,2765.0,131000.0,LOT 14 DP 748101 SUBJECT TO DRAINAGE EASEMENT.,1.627,H,,RB,R,,,1990-01-09,1990-01-09,,,,,,,1990,annual
211,VALNET1,1129300000000,2150510.0,,74,WATKIN ST,NEWTOWN,2042.0,175000.0,LOT 1 DP 547390. 5.49/5.54X28.35 ROW OVER STRIP 1.57X32.69/32.74 TO COPELANE AVE,151.8,M,,WP,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
172,ARCHIVE,0020510000000,1837613.0,,,FIRTH-HEINZ RD,PILLAR VALLEY,2462.0,35000.0,PH COLDSTREAM LOT 168 DP 751365 LOT 1 DP 254500,24.0,H,,,R,,,1990-01-09,1990-01-09,,,,,,,1990,annual
214,VALNET1,0219561000000,2158491.0,,17,BEARING RD,SEVEN HILLS,2147.0,810000.0,LOT 9 DP 248829.,1484.0,M,,FW,I,,,1990-01-09,1990-01-09,,,,,,,1990,annual
164,ARCHIVE,0377926000000,1799454.0,,,PH VALLEY VALLEY,VALLA,2448.0,30000.0,LOT 8 DP 804873.SUBJ TO DE'S,608.0,M,,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
14,VALNET1,1308200570000,350938.0,,18,GOLF LINKS DR,WATANOBBI,2259.0,59500.0,LOT 59 DP 793403.,609.2,M,,DG,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
14,VALNET1,2749100000000,372587.0,,10,PAVITT CRES,WYONG,2259.0,240000.0,LOT 9 DP 250522.,2511.0,M,,JJ,I,,,1990-01-09,1990-01-09,,,,,,,1990,annual
100,ARCHIVE,T4906500000000,,,32,ILLAWARRA HWY,ALBION PARK,2527.0,150000.0,LOT 4 DP714125,2.0,H,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
50,ARCHIVE,T0609901000000,,,749,PEMBERTON ST,ALBURY,2640.0,161000.0,DP527392 LOT 1,1164.0,M,23.07/26X44.8/41.73,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
50,ARCHIVE,T0819100000000,,,336,VALLOMBROSA ST,ALBURY,2640.0,0.0,DP12801 LOT 4,784.0,M,15.24X51.6/51.64,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
135,ARCHIVE,T008621,,2,97,DARTBROOK RD,AUBURN,2144.0,103000.0,LOT2 SP 10468,0.0,M,,,2C,,,1990-01-09,1990-01-09,,,,,,,1990,annual
136,ARCHIVE,T3271900000000,,,161,NORTHAM AV,BANKSTOWN,2200.0,0.0,LOT 96 DP7367,835.0,M,18.29X50.57,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
142,ARCHIVE,T014332,,,8,EDITH ST,BARDWELL PARK,2207.0,170000.0,LOT 4 DP29683 VO 12652 FO 29,450.0,M,15.19/14.71X31.19/28.96,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
14,ARCHIVE,T1948002000000,,,1,LAMB CL,BATEAU BAY,2261.0,123950.0,LOT 3 DP 774858,625.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
82,ARCHIVE,T223866,,33,8,HANNAH ST,BEECROFT,2119.0,120000.0,LOT 33 SP 35522,0.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
224,ARCHIVE,T609030,,,,THIRD RD,BERKSHIRE PARK,2765.0,131000.0,LOT 14 DP748101,2.0,H,80.76/80.99X201.14/201.29,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
142,ARCHIVE,T0370300000000,,,122,CALEDONIAN ST,BEXLEY,2207.0,0.0,LOT 212 DP 555151,451.0,M,10.06X47.55,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
4,ARCHIVE,0T05925200000,,,12,REYNOLDS ST,BLACKALLS PARK,2283.0,30000.0,LOT 30 DP 7661,0.0,M,,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
214,ARCHIVE,T023967,,,14,FELICIA PL,BLACKTOWN,2148.0,114000.0,LOT 13 DP 223934,790.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
214,ARCHIVE,T024936,,,105,LOCK ST,BLACKTOWN,2148.0,100000.0,LOT 96 DP 29185,556.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
97,ARCHIVE,T0453300000000,,,,PRINCES HIGHWAY SH1,BODALLA,2545.0,500000.0,LOT 3 DP 12290 (DP640886 - EASEMENT),94.0,H,,,R,,,1990-01-09,1990-01-09,,,,,,,1990,annual
209,ARCHIVE,T0293300000000,,11,70,CAMPBELL PDE,BONDI BEACH,2026.0,190000.0,LOT 11 SP 13031,0.0,M,UNIT ENT : 4.8 %,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
4,ARCHIVE,0T30914000000,,,177,GRAND PDE,BONNELLS BAY,2264.0,155000.0,LOT 5 DP 1996,0.0,M,,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
4,ARCHIVE,0T08070000000,,,44,FIRST ST,BOOLAROO,2284.0,74000.0,LOT 18 DP 3655,0.0,M,,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
1,ARCHIVE,T0039680000000,,,43,RAILWAY ST,BRANXTON,2335.0,0.0,SEC 9 LOT 3 DP8027,1038.0,M,16.65X61.88/65.04,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
144,ARCHIVE,T0559700000000,,,36A,BUNDEENA DR,BUNDEENA,2230.0,178000.0,LOT 423 DP590327 APPT TO ROW & EMENT,1515.0,M,32.44/30.48X42.60/53.72,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
137,ARCHIVE,T040467,,,31,WYATT AVE,BURWOOD,2134.0,665000.0,COR LANE 6 DP3920,1625.0,M,20.12X80.77,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
226,ARCHIVE,T0112713000000,,,154,BUXTON RD,BUXTON,2571.0,265000.0,LOT 3 DP622506,2.0,H,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
220,ARCHIVE,T000710000,,1,3,ACACIA ST,CABRAMATTA,2166.0,81000.0,LOT 1 SP 35333,0.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
220,ARCHIVE,T14303,,,219,JOHN ST,CABRAMATTA WEST,2166.0,999999.0,LOT 13 DP 523994,695.0,M,18.29X38.28,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
81,ARCHIVE,T043714,,,5,MOSELEY ST,CARLINGFORD,2118.0,415000.0,LOT 1 DP502262,2561.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
1,ARCHIVE,T0002430600000,,,17,CESSNOCK ST,CESSNOCK,2325.0,0.0,LOT 8 DP259523 SUBJ TO E'MENT,848.0,M,25X34.11,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
92,ARCHIVE,T10590000000000,,,8,MORIARTY RD,CHATSWOOD WEST,2067.0,220000.0,LOT B DP106994,134.0,M,3.63/7.04XIRR31.88/IRR34.72,,R,,,1990-01-09,1990-01-09,,,,,,,1990,annual
82,ARCHIVE,1880488100000,,,26,NEALE AV,CHERRYBROOK,2120.0,232000.0,LOT 12 DP 262090 SUBJECT TO DRAINAGE EASEMENT.,1014.0,M,,ER,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
82,ARCHIVE,T226118,,,26,NEALE AVE,CHERRYBROOK,2126.0,232000.0,LOT 1 SP 35882,0.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
103,ARCHIVE,729230000000,,,LOT 203,CATER ST,COLEDALE,2515.0,40000.0,LOT 303 DP 836613.,2206.0,M,,PM,P,,,1990-01-09,1990-01-09,,,,,,,1990,annual
103,ARCHIVE,T3466000000000,,,95,PRINCES HWY,CORRIMAL,2518.0,0.0,LOT 23 DP448463 S1,588.0,M,12.1X47.24,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
103,ARCHIVE,T4350900000000,,2,27,UNDERWOOD ST,CORRIMAL,2518.0,80000.0,LOT 2 SP 15584,0.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
134,ARCHIVE,T065065,,,7,BIRRIGA RD,CROYDON,2132.0,210000.0,LOT 8 DP13989,378.0,M,14.2X26.62,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
97,ARCHIVE,T1191700000000,,,28,NIOKA ST,DALMENY,2546.0,24000.0,LOT 114 DP203032,601.0,M,15.23 X 39.62,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
103,ARCHIVE,T1645400000000,,,23,GLOUCESTER CRES,DAPTO,2530.0,75000.0,LOT 47 DP28252,0.0,M,18.29X32.44,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
211,ARCHIVE,T068435,,,263,FORBES ST,DARLINGHURST,2010.0,255000.0,LOT 4 DP 32355 VOL 8326 FOL 157,95.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
91,ARCHIVE,T0860010000000,,15,32,CASSIA ST,DEE WHY,2099.0,194000.0,LOT 15 SP35115,92.0,M,40.24X45.19/45.28,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
1,ARCHIVE,T0027183000000,,,8,SHORT ST,ELLALONG,2325.0,18500.0,SEC 22 LOT 10,1771.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
89,ARCHIVE,T083495,,3,8,ANGUS AVE,EPPING,2121.0,262500.0,LOT 3 SP 35933,217.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
82,ARCHIVE,T228154,,,9,SOMERSET ST,EPPING,2121.0,187100.0,LOT A DP353020,697.0,M,15.240 X 45.720,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
86,ARCHIVE,T087251,,,10,HILLTOP CRES,FAIRLIGHT,2094.0,565000.0,LOT 2 SP 12476,424.0,M,15.47/15.27X27.6/27.62,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
86,ARCHIVE,T086862,,6,2,FAIRLIGHT CRES,FAIRLIGHT,2094.0,131000.0,LOT 6 SP 8389,465.0,M,15.24X30.48,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
4,ARCHIVE,0T13803020000,,,2,PROGRESS PL,GARDEN SUBURB,2289.0,220000.0,LOT 72 DP 540698,1037.0,M,,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
81,ARCHIVE,T0922300000000,,,28,NEICH RD,GLENORIE,2756.0,0.0,LOT 202 DP752047,20.0,H,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
89,ARCHIVE,T639224,,,15,SMITH ST,GRANVILLE,2142.0,2.0,LOT 8 DP 975187 SEC 1,370.0,M,,,A,,,1990-01-09,1990-01-09,,,,,,,1990,annual
31,ARCHIVE,T03121578,,,,PH DIXON,GUNNING,2581.0,100000.0,PH DIXON LOT 205 DP754113 LI 90/2,60.0,H,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
222,ARCHIVE,T600554,,,,RYDAL RD,HAMPTON,2790.0,0.0,PH LOWTHER PORTION PT 92,8094.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
218,ARCHIVE,T0643000000000,,,23,MACQUARIE RD,INGLEBURN,2565.0,49000.0,LOT 4 DP15232 SEC 6,512.0,M,22.56/19.43X25.02/31.62,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
188,ARCHIVE,T0068840000000,,,79,URABATTA ST,INVERELL,2360.0,0.0,COR PT LOT 19 (3) SEC 2 DP5357,872.0,M,25.15X35.05 SPL COR,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
188,ARCHIVE,T0047580000000,,,92,GEORGE ST,INVERELL,2360.0,0.0,PT LOT 9 (9A) SEC 3,860.0,M,38.4/54.69 X 3.07/41.96,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
199,ARCHIVE,T643367,,,,KENDALL RD,INVERGOWRIE,2350.0,27000.0,PH ELTON LOT 37 DP249071,2.0,H,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
8,ARCHIVE,T0858500000000,,,15,COAL ST,ISLINGTON,2296.0,84000.0,SEC C COR LOT 13,0.0,M,11.28 X 25.60,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
98,ARCHIVE,T0239871700000,,,18,ISABELLA PL,KIAMA,2533.0,85000.0,LOT 22 DP791923,1105.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
98,ARCHIVE,T0099220540000,,,11,CEDAR RIDGE RD,KIAMA,2533.0,51000.0,LOT 106 DP793284,1000.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
218,ARCHIVE,T0415430000000,,,147,GEORGES RIVER RD,KENTLYN,2560.0,0.0,LOT 2403 DP715688,2.0,H,72.42 X 276.17,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
142,ARCHIVE,T112959,,3,21,UNION ST,KOGARAH,2217.0,170000.0,LOT 3 SP23163 VO 15383 FO 53,0.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
1,ARCHIVE,T0102881500000,,,47,NORTHCOTE ST,KURRI KURRI,2327.0,0.0,PT LOT B DP319590 (BEING PT POR 535) ROAD WIDENING DP46776,1513.0,M,,,,,,1990-01-09,1990-01-09,,,,,,,1990,annual
